Away_Team,Home_Team,Date,Ref_Crew,Accepted_Count,Yards,Away_Count,Away_Yards,Home_Count,Home_Yards,Total_Flags,Week,Year
LA Chargers,Kansas City,01/03/2021,Clete Blakeman,9,92,4,23,5,69,9,17,2020
N.Y. Jets,New England,01/03/2021,Brad Rogers,9,77,3,30,6,47,10,17,2020
Dallas,N.Y. Giants,01/03/2021,Brad Allen,12,103,6,58,6,45,15,17,2020
Washington,Philadelphia,01/03/2021,Ron Torbert,11,97,5,56,6,41,12,17,2020
Atlanta,Tampa Bay,01/03/2021,Alex Kemp,7,71,4,48,3,23,9,17,2020
Las Vegas,Denver,01/03/2021,Scott Novak,18,139,14,111,4,28,18,17,2020
Tennessee,Houston,01/03/2021,Shawn Hochuli,12,94,6,50,6,44,12,17,2020
Jacksonville,Indianapolis,01/03/2021,Shawn Smith,4,69,3,54,1,15,4,17,2020
Arizona,LA Rams,01/03/2021,Carl Cheffers,11,76,6,38,5,38,14,17,2020
Seattle,San Francisco,01/03/2021,Tony Corrente,6,60,4,35,2,25,10,17,2020
Dallas,Tampa Bay,09/09/2021,Shawn Hochuli,19,161,8,55,11,106,24,1,2021
Philadelphia,Atlanta,09/12/2021,Scott Novak,26,188,14,89,12,99,27,1,2021
Pittsburgh,Buffalo,09/12/2021,John Hussey,13,113,5,32,8,81,16,1,2021
N.Y. Jets,Carolina,09/12/2021,Clay Martin,11,68,5,30,6,38,14,1,2021
Minnesota,Cincinnati,09/12/2021,Adrian Hill,15,131,12,116,3,15,19,1,2021
San Francisco,Detroit,09/12/2021,Brad Rogers,12,124,7,79,5,45,14,1,2021
Jacksonville,Houston,09/12/2021,Land Clark,15,132,10,82,5,50,20,1,2021
Seattle,Indianapolis,09/12/2021,Tony Corrente,9,69,7,53,2,16,9,1,2021
Arizona,Tennessee,09/12/2021,Jerome Boger,15,116,8,59,7,57,19,1,2021
LA Chargers,Washington,09/12/2021,Alex Kemp,14,151,6,94,8,57,17,1,2021
Cleveland,Kansas City,09/12/2021,Bill Vinovich,10,66,5,30,5,36,16,1,2021
Miami,New England,09/12/2021,Clete Blakeman,13,112,5,28,8,84,14,1,2021
Green Bay,New Orleans,09/12/2021,Carl Cheffers,11,69,5,33,6,36,12,1,2021
Denver,N.Y. Giants,09/12/2021,Ron Torbert,9,99,5,51,4,48,11,1,2021
Chicago,LA Rams,09/12/2021,Brad Allen,7,71,3,35,4,36,9,1,2021
Baltimore,Las Vegas,09/13/2021,Shawn Smith,15,133,5,71,10,62,16,1,2021
N.Y. Giants,Washington,09/16/2021,Scott Novak,20,161,11,81,9,80,20,2,2021
New Orleans,Carolina,09/19/2021,Ron Torbert,16,164,11,115,5,49,17,2,2021
Cincinnati,Chicago,09/19/2021,Land Clark,12,127,4,57,8,70,14,2,2021
Houston,Cleveland,09/19/2021,Brad Rogers,14,140,9,78,5,62,19,2,2021
LA Rams,Indianapolis,09/19/2021,Shawn Smith,5,40,2,15,3,25,5,2,2021
Denver,Jacksonville,09/19/2021,Clay Martin,17,171,10,101,7,70,17,2,2021
Buffalo,Miami,09/19/2021,Craig Wrolstad,15,136,6,53,9,83,19,2,2021
New England,N.Y. Jets,09/19/2021,Shawn Hochuli,14,131,6,54,8,77,15,2,2021
San Francisco,Philadelphia,09/19/2021,Brad Allen,13,117,5,60,8,57,15,2,2021
Las Vegas,Pittsburgh,09/19/2021,Jerome Boger,10,83,5,40,5,43,14,2,2021
Minnesota,Arizona,09/19/2021,Bill Vinovich,8,56,3,16,5,40,12,2,2021
Atlanta,Tampa Bay,09/19/2021,Carl Cheffers,15,132,6,49,9,83,15,2,2021
Dallas,LA Chargers,09/19/2021,Tony Corrente,20,175,8,76,12,99,23,2,2021
Tennessee,Seattle,09/19/2021,John Hussey,15,145,5,45,10,100,17,2,2021
Kansas City,Baltimore,09/19/2021,Clete Blakeman,13,101,5,46,8,55,13,2,2021
Detroit,Green Bay,09/20/2021,Adrian Hill,14,128,9,78,5,50,16,2,2021
Carolina,Houston,09/23/2021,Alex Kemp,15,115,8,64,7,51,16,3,2021
Washington,Buffalo,09/26/2021,Tony Corrente,10,68,5,38,5,30,12,3,2021
Chicago,Cleveland,09/26/2021,Ron Torbert,12,142,5,44,7,98,13,3,2021
Baltimore,Detroit,09/26/2021,Scott Novak,13,104,6,69,7,35,15,3,2021
Arizona,Jacksonville,09/26/2021,Shawn Smith,11,98,7,58,4,40,12,3,2021
LA Chargers,Kansas City,09/26/2021,Shawn Hochuli,14,106,8,50,6,56,17,3,2021
New Orleans,New England,09/26/2021,John Hussey,6,45,2,15,4,30,8,3,2021
Atlanta,N.Y. Giants,09/26/2021,Adrian Hill,12,81,4,28,8,53,15,3,2021
Cincinnati,Pittsburgh,09/26/2021,Clete Blakeman,20,162,10,89,10,73,21,3,2021
Indianapolis,Tennessee,09/26/2021,Bill Vinovich,8,90,4,66,4,24,8,3,2021
N.Y. Jets,Denver,09/26/2021,Land Clark,14,139,8,89,6,50,16,3,2021
Miami,Las Vegas,09/26/2021,Carl Cheffers,16,172,8,68,8,104,19,3,2021
Tampa Bay,LA Rams,09/26/2021,Craig Wrolstad,8,45,7,41,1,4,9,3,2021
Seattle,Minnesota,09/26/2021,Clay Martin,8,75,4,35,4,40,8,3,2021
Green Bay,San Francisco,09/26/2021,Jerome Boger,11,173,7,87,4,86,14,3,2021
Philadelphia,Dallas,09/27/2021,Brad Rogers,17,123,13,86,4,37,22,3,2021
Jacksonville,Cincinnati,09/30/2021,Brad Allen,8,48,2,10,6,38,11,4,2021
Washington,Atlanta,10/03/2021,Clay Martin,13,121,6,85,7,36,15,4,2021
Houston,Buffalo,10/03/2021,Ron Torbert,13,130,10,100,3,30,13,4,2021
Detroit,Chicago,10/03/2021,Shawn Smith,11,87,4,26,7,61,16,4,2021
Carolina,Dallas,10/03/2021,Jerome Boger,13,82,6,32,7,50,16,4,2021
Indianapolis,Miami,10/03/2021,Alex Kemp,13,118,8,86,5,32,17,4,2021
Cleveland,Minnesota,10/03/2021,Tony Corrente,14,115,7,73,7,42,14,4,2021
N.Y. Giants,New Orleans,10/03/2021,Brad Rogers,8,60,3,25,5,35,8,4,2021
Tennessee,N.Y. Jets,10/03/2021,Adrian Hill,14,163,8,98,6,65,17,4,2021
Kansas City,Philadelphia,10/03/2021,Land Clark,16,95,7,46,9,49,18,4,2021
Arizona,LA Rams,10/03/2021,Shawn Hochuli,12,99,7,63,5,36,13,4,2021
Seattle,San Francisco,10/03/2021,Carl Cheffers,13,105,5,27,8,78,13,4,2021
Baltimore,Denver,10/03/2021,Craig Wrolstad,10,80,6,55,4,25,13,4,2021
Pittsburgh,Green Bay,10/03/2021,Scott Novak,8,59,5,34,3,25,11,4,2021
Tampa Bay,New England,10/03/2021,Bill Vinovich,15,151,7,74,8,77,15,4,2021
Las Vegas,LA Chargers,10/04/2021,John Hussey,14,163,7,58,7,105,15,4,2021
LA Rams,Seattle,10/07/2021,Ron Torbert,8,105,5,85,3,20,9,5,2021
N.Y. Jets,Atlanta,10/10/2021,Tony Corrente,11,124,7,58,4,66,13,5,2021
Philadelphia,Carolina,10/10/2021,Shawn Hochuli,15,129,6,60,9,69,16,5,2021
Green Bay,Cincinnati,10/10/2021,Bill Vinovich,4,31,2,10,2,21,5,5,2021
New England,Houston,10/10/2021,Scott Novak,13,97,5,27,8,70,13,5,2021
Tennessee,Jacksonville,10/10/2021,Alex Kemp,11,77,7,44,4,33,12,5,2021
Detroit,Minnesota,10/10/2021,Clete Blakeman,10,104,3,30,7,74,11,5,2021
Denver,Pittsburgh,10/10/2021,Brad Rogers,15,126,7,67,8,59,16,5,2021
Miami,Tampa Bay,10/10/2021,Jerome Boger,11,84,5,37,6,47,14,5,2021
New Orleans,Washington,10/10/2021,Shawn Smith,11,82,6,45,5,37,13,5,2021
Cleveland,LA Chargers,10/10/2021,Brad Allen,13,126,7,77,6,49,19,5,2021
Chicago,Las Vegas,10/10/2021,Craig Wrolstad,18,152,8,70,10,82,22,5,2021
San Francisco,Arizona,10/10/2021,Clay Martin,13,122,7,60,6,62,16,5,2021
N.Y. Giants,Dallas,10/10/2021,John Hussey,13,106,5,48,8,58,15,5,2021
Buffalo,Kansas City,10/10/2021,Carl Cheffers,17,158,10,103,7,55,23,5,2021
Indianapolis,Baltimore,10/11/2021,Land Clark,13,119,5,45,8,74,16,5,2021
Tampa Bay,Philadelphia,10/14/2021,Clay Martin,11,161,7,120,4,41,11,6,2021
Miami,Jacksonville,10/17/2021,John Hussey,15,109,7,55,8,54,15,6,2021
LA Chargers,Baltimore,10/17/2021,Bill Vinovich,6,50,4,35,2,15,6,6,2021
Minnesota,Carolina,10/17/2021,Craig Wrolstad,17,126,11,98,6,28,19,6,2021
Green Bay,Chicago,10/17/2021,Brad Rogers,10,105,3,51,7,54,14,6,2021
Cincinnati,Detroit,10/17/2021,Shawn Hochuli,13,108,4,31,9,77,16,6,2021
Houston,Indianapolis,10/17/2021,Jerome Boger,6,35,4,25,2,10,10,6,2021
LA Rams,N.Y. Giants,10/17/2021,Alex Kemp,12,77,7,50,5,27,14,6,2021
Kansas City,Washington,10/17/2021,Adrian Hill,11,91,5,47,6,44,15,6,2021
Arizona,Cleveland,10/17/2021,Carl Cheffers,14,133,5,45,9,88,15,6,2021
Las Vegas,Denver,10/17/2021,Ron Torbert,12,107,6,54,6,53,13,6,2021
Dallas,New England,10/17/2021,Brad Allen,17,162,12,115,5,47,19,6,2021
Seattle,Pittsburgh,10/17/2021,Shawn Smith,11,83,6,45,5,38,12,6,2021
Buffalo,Tennessee,10/18/2021,Clete Blakeman,15,151,8,60,7,91,22,6,2021
Denver,Cleveland,10/21/2021,Adrian Hill,11,75,2,15,9,60,12,7,2021
Cincinnati,Baltimore,10/24/2021,Tony Corrente,6,51,1,5,5,46,7,7,2021
Washington,Green Bay,10/24/2021,Ron Torbert,8,86,4,50,4,36,10,7,2021
Atlanta,Miami,10/24/2021,Scott Novak,9,73,3,29,6,44,14,7,2021
N.Y. Jets,New England,10/24/2021,Brad Rogers,11,124,5,29,6,95,13,7,2021
Carolina,N.Y. Giants,10/24/2021,Carl Cheffers,15,97,7,37,8,60,15,7,2021
Kansas City,Tennessee,10/24/2021,Brad Allen,15,108,9,77,6,31,15,7,2021
Detroit,LA Rams,10/24/2021,Bill Vinovich,12,112,8,77,4,35,16,7,2021
Philadelphia,Las Vegas,10/24/2021,Clete Blakeman,11,102,4,37,7,65,12,7,2021
Houston,Arizona,10/24/2021,Land Clark,15,134,8,80,7,54,15,7,2021
Chicago,Tampa Bay,10/24/2021,Alex Kemp,5,42,4,32,1,10,5,7,2021
Indianapolis,San Francisco,10/24/2021,Craig Wrolstad,13,167,6,45,7,122,17,7,2021
New Orleans,Seattle,10/25/2021,Shawn Hochuli,13,143,7,90,6,53,13,7,2021
Green Bay,Arizona,10/28/2021,Alex Kemp,14,119,7,60,7,59,14,8,2021
Carolina,Atlanta,10/31/2021,Brad Allen,11,91,8,76,3,15,12,8,2021
Miami,Buffalo,10/31/2021,Shawn Smith,18,138,9,58,9,80,22,8,2021
San Francisco,Chicago,10/31/2021,Land Clark,11,85,7,55,4,30,13,8,2021
Pittsburgh,Cleveland,10/31/2021,Shawn Hochuli,13,95,8,65,5,30,17,8,2021
Philadelphia,Detroit,10/31/2021,Tony Corrente,10,65,2,15,8,50,11,8,2021
LA Rams,Houston,10/31/2021,Clay Martin,9,58,3,20,6,38,12,8,2021
Tennessee,Indianapolis,10/31/2021,Carl Cheffers,20,236,11,161,9,75,21,8,2021
Cincinnati,N.Y. Jets,10/31/2021,Craig Wrolstad,13,97,5,51,8,46,15,8,2021
New England,LA Chargers,10/31/2021,Ron Torbert,9,70,4,30,5,40,12,8,2021
Jacksonville,Seattle,10/31/2021,Adrian Hill,17,133,12,93,5,40,17,8,2021
Washington,Denver,10/31/2021,John Hussey,8,64,4,29,4,35,10,8,2021
Tampa Bay,New Orleans,10/31/2021,Clete Blakeman,13,109,11,99,2,10,14,8,2021
Dallas,Minnesota,10/31/2021,Scott Novak,18,153,11,96,7,57,21,8,2021
N.Y. Giants,Kansas City,11/01/2021,Jerome Boger,22,191,10,88,12,103,23,8,2021
N.Y. Jets,Indianapolis,11/04/2021,John Hussey,9,65,7,43,2,22,11,9,2021
Minnesota,Baltimore,11/07/2021,Carl Cheffers,16,168,8,107,8,61,17,9,2021
New England,Carolina,11/07/2021,Clete Blakeman,16,118,6,35,10,83,16,9,2021
Cleveland,Cincinnati,11/07/2021,Scott Novak,14,115,10,84,4,31,17,9,2021
Denver,Dallas,11/07/2021,Bill Vinovich,10,75,5,37,5,38,11,9,2021
Buffalo,Jacksonville,11/07/2021,Land Clark,20,172,12,118,8,54,21,9,2021
Houston,Miami,11/07/2021,Adrian Hill,10,73,8,60,2,13,12,9,2021
Atlanta,New Orleans,11/07/2021,Alex Kemp,16,150,6,76,10,74,17,9,2021
Las Vegas,N.Y. Giants,11/07/2021,Clay Martin,10,100,6,65,4,35,11,9,2021
LA Chargers,Philadelphia,11/07/2021,Jerome Boger,7,55,4,30,3,25,7,9,2021
Green Bay,Kansas City,11/07/2021,Shawn Smith,10,52,4,19,6,33,13,9,2021
Arizona,San Francisco,11/07/2021,Brad Allen,12,119,9,84,3,35,12,9,2021
Tennessee,LA Rams,11/07/2021,Brad Rogers,16,134,4,19,12,115,20,9,2021
Chicago,Pittsburgh,11/08/2021,Tony Corrente,17,145,12,115,5,30,23,9,2021
Baltimore,Miami,11/11/2021,Ron Torbert,15,117,4,20,11,97,17,10,2021
Atlanta,Dallas,11/14/2021,Craig Wrolstad,14,121,6,41,8,80,15,10,2021
Jacksonville,Indianapolis,11/14/2021,Tony Corrente,15,126,8,79,7,47,18,10,2021
Cleveland,New England,11/14/2021,John Hussey,12,88,6,42,6,46,13,10,2021
Buffalo,N.Y. Jets,11/14/2021,Scott Novak,16,119,7,50,9,69,21,10,2021
Detroit,Pittsburgh,11/14/2021,Land Clark,15,143,8,84,7,59,22,10,2021
New Orleans,Tennessee,11/14/2021,Jerome Boger,17,114,9,65,8,49,17,10,2021
Tampa Bay,Washington,11/14/2021,Brad Rogers,9,76,6,43,3,33,10,10,2021
Carolina,Arizona,11/14/2021,Adrian Hill,13,173,9,115,4,58,17,10,2021
Minnesota,LA Chargers,11/14/2021,Clay Martin,17,170,10,118,7,52,18,10,2021
Philadelphia,Denver,11/14/2021,Shawn Hochuli,11,118,7,89,4,29,11,10,2021
Seattle,Green Bay,11/14/2021,Brad Allen,8,82,5,39,3,43,11,10,2021
Kansas City,Las Vegas,11/14/2021,Bill Vinovich,13,102,4,34,9,68,14,10,2021
LA Rams,San Francisco,11/15/2021,Shawn Smith,14,88,5,35,9,53,17,10,2021
New England,Atlanta,11/18/2021,Land Clark,14,131,5,59,9,72,15,11,2021
Indianapolis,Buffalo,11/21/2021,Brad Rogers,10,86,3,30,7,56,14,11,2021
Washington,Carolina,11/21/2021,Bill Vinovich,15,134,8,69,7,65,17,11,2021
Baltimore,Chicago,11/21/2021,Shawn Smith,12,94,6,36,6,58,15,11,2021
Detroit,Cleveland,11/21/2021,Clay Martin,17,149,7,67,10,82,19,11,2021
San Francisco,Jacksonville,11/21/2021,Ron Torbert,9,68,1,12,8,56,13,11,2021
Green Bay,Minnesota,11/21/2021,Shawn Hochuli,11,117,8,92,3,25,11,11,2021
Miami,N.Y. Jets,11/21/2021,Alex Kemp,15,110,8,62,7,48,18,11,2021
New Orleans,Philadelphia,11/21/2021,Scott Novak,9,74,3,25,6,49,11,11,2021
Houston,Tennessee,11/21/2021,Tony Corrente,12,102,7,50,5,52,14,11,2021
Cincinnati,Las Vegas,11/21/2021,Jerome Boger,8,82,1,5,7,77,8,11,2021
Dallas,Kansas City,11/21/2021,John Hussey,12,109,6,45,6,64,14,11,2021
Arizona,Seattle,11/21/2021,Clete Blakeman,5,49,3,32,2,17,10,11,2021
Pittsburgh,LA Chargers,11/21/2021,Carl Cheffers,20,113,8,38,12,75,23,11,2021
N.Y. Giants,Tampa Bay,11/22/2021,Craig Wrolstad,10,69,4,30,6,39,11,11,2021
Chicago,Detroit,11/25/2021,Adrian Hill,15,117,5,50,10,67,19,12,2021
Las Vegas,Dallas,11/25/2021,Shawn Hochuli,28,276,14,110,14,166,33,12,2021
Buffalo,New Orleans,11/25/2021,Brad Allen,8,59,4,35,4,24,9,12,2021
Pittsburgh,Cincinnati,11/28/2021,Bill Vinovich,7,48,4,30,3,18,10,12,2021
N.Y. Jets,Houston,11/28/2021,Clete Blakeman,9,72,5,40,4,32,11,12,2021
Tampa Bay,Indianapolis,11/28/2021,Shawn Smith,10,110,4,44,6,66,12,12,2021
Atlanta,Jacksonville,11/28/2021,Carl Cheffers,11,69,5,26,6,43,13,12,2021
Carolina,Miami,11/28/2021,John Hussey,12,96,7,61,5,35,12,12,2021
Tennessee,New England,11/28/2021,Alex Kemp,9,85,5,50,4,35,10,12,2021
Philadelphia,N.Y. Giants,11/28/2021,Ron Torbert,6,41,4,26,2,15,6,12,2021
LA Chargers,Denver,11/28/2021,Land Clark,14,110,9,75,5,35,15,12,2021
LA Rams,Green Bay,11/28/2021,Craig Wrolstad,7,62,4,30,3,32,12,12,2021
Minnesota,San Francisco,11/28/2021,Brad Rogers,10,95,5,38,5,57,11,12,2021
Cleveland,Baltimore,11/28/2021,Jerome Boger,10,99,5,45,5,54,12,12,2021
Seattle,Washington,11/29/2021,Clay Martin,10,89,6,51,4,38,13,12,2021
Dallas,New Orleans,12/02/2021,Brad Rogers,12,94,5,35,7,59,14,13,2021
Tampa Bay,Atlanta,12/05/2021,Tony Corrente,9,54,3,15,6,39,9,13,2021
Arizona,Chicago,12/05/2021,Jerome Boger,14,108,8,63,6,45,17,13,2021
LA Chargers,Cincinnati,12/05/2021,Shawn Hochuli,14,114,7,51,7,63,17,13,2021
Minnesota,Detroit,12/05/2021,Craig Wrolstad,10,77,7,66,3,11,10,13,2021
Indianapolis,Houston,12/05/2021,Ron Torbert,9,50,5,25,4,25,11,13,2021
Denver,Kansas City,12/05/2021,Carl Cheffers,12,97,5,37,7,60,15,13,2021
N.Y. Giants,Miami,12/05/2021,Brad Allen,6,38,3,23,3,15,8,13,2021
Philadelphia,N.Y. Jets,12/05/2021,Clay Martin,9,86,3,20,6,66,10,13,2021
Washington,Las Vegas,12/05/2021,Adrian Hill,12,101,6,47,6,54,15,13,2021
Jacksonville,LA Rams,12/05/2021,Clete Blakeman,10,86,3,39,7,47,10,13,2021
Baltimore,Pittsburgh,12/05/2021,Scott Novak,15,136,10,55,5,81,17,13,2021
San Francisco,Seattle,12/05/2021,Alex Kemp,16,126,10,86,6,40,16,13,2021
New England,Buffalo,12/06/2021,Bill Vinovich,9,67,6,47,3,20,9,13,2021
Pittsburgh,Minnesota,12/09/2021,Clete Blakeman,21,187,10,85,11,102,23,14,2021
Atlanta,Carolina,12/12/2021,Shawn Smith,12,105,6,60,6,45,12,14,2021
San Francisco,Cincinnati,12/12/2021,Craig Wrolstad,8,59,6,40,2,19,8,14,2021
Baltimore,Cleveland,12/12/2021,Brad Rogers,14,167,10,125,4,42,20,14,2021
Seattle,Houston,12/12/2021,Adrian Hill,14,121,8,69,6,52,16,14,2021
Las Vegas,Kansas City,12/12/2021,Brad Allen,17,148,9,85,8,63,18,14,2021
New Orleans,N.Y. Jets,12/12/2021,Land Clark,9,87,4,42,5,45,9,14,2021
Jacksonville,Tennessee,12/12/2021,Bill Vinovich,11,94,9,79,2,15,13,14,2021
Dallas,Washington,12/12/2021,Alex Kemp,14,125,7,60,7,65,23,14,2021
Detroit,Denver,12/12/2021,John Hussey,8,71,6,53,2,18,12,14,2021
N.Y. Giants,LA Chargers,12/12/2021,Tony Corrente,9,59,3,20,6,39,9,14,2021
Buffalo,Tampa Bay,12/12/2021,Scott Novak,11,89,7,65,4,24,15,14,2021
Chicago,Green Bay,12/12/2021,Ron Torbert,10,71,7,41,3,30,12,14,2021
LA Rams,Arizona,12/13/2021,Carl Cheffers,12,94,5,40,7,54,16,14,2021
Kansas City,LA Chargers,12/16/2021,Shawn Smith,9,96,4,36,5,60,11,15,2021
Carolina,Buffalo,12/19/2021,Clete Blakeman,13,122,5,55,8,67,16,15,2021
Las Vegas,Cleveland,12/20/2021,Craig Wrolstad,10,125,7,64,3,61,11,15,2021
New England,Indianapolis,12/18/2021,Carl Cheffers,10,63,8,50,2,13,15,15,2021
N.Y. Jets,Miami,12/19/2021,Ron Torbert,8,77,3,32,5,45,11,15,2021
Washington,Philadelphia,12/21/2021,Tony Corrente,6,73,2,25,4,48,7,15,2021
Green Bay,Baltimore,12/19/2021,Brad Allen,16,132,8,76,8,56,16,15,2021
Arizona,Detroit,12/19/2021,Land Clark,13,132,7,83,6,49,13,15,2021
Houston,Jacksonville,12/19/2021,Alex Kemp,13,105,9,65,4,40,17,15,2021
Dallas,N.Y. Giants,12/19/2021,Jerome Boger,12,79,6,45,6,34,14,15,2021
Tennessee,Pittsburgh,12/19/2021,Brad Rogers,12,98,7,68,5,30,15,15,2021
Cincinnati,Denver,12/19/2021,Adrian Hill,12,98,6,38,6,60,15,15,2021
Atlanta,San Francisco,12/19/2021,Clay Martin,9,64,4,29,5,35,11,15,2021
Seattle,LA Rams,12/21/2021,Shawn Hochuli,12,99,8,65,4,34,14,15,2021
New Orleans,Tampa Bay,12/19/2021,John Hussey,9,71,6,41,3,30,10,15,2021
Minnesota,Chicago,12/20/2021,Scott Novak,16,145,7,54,9,91,17,15,2021
San Francisco,Tennessee,12/23/2021,Shawn Hochuli,11,98,5,41,6,57,15,16,2021
Cleveland,Green Bay,12/25/2021,Alex Kemp,9,67,6,38,3,29,10,16,2021
Indianapolis,Arizona,12/25/2021,Craig Wrolstad,16,125,5,40,11,85,17,16,2021
Detroit,Atlanta,12/26/2021,Ron Torbert,8,45,6,30,2,15,11,16,2021
Tampa Bay,Carolina,12/26/2021,Brad Allen,12,82,6,50,6,32,15,16,2021
Baltimore,Cincinnati,12/26/2021,Clete Blakeman,11,72,6,27,5,45,15,16,2021
LA Chargers,Houston,12/26/2021,Clay Martin,15,119,5,49,10,70,16,16,2021
LA Rams,Minnesota,12/26/2021,John Hussey,3,25,1,5,2,20,4,16,2021
Buffalo,New England,12/26/2021,Shawn Smith,8,75,5,45,3,30,12,16,2021
Jacksonville,N.Y. Jets,12/26/2021,Tony Corrente,9,104,2,10,7,94,11,16,2021
N.Y. Giants,Philadelphia,12/26/2021,Land Clark,17,119,6,40,11,79,17,16,2021
Chicago,Seattle,12/26/2021,Carl Cheffers,15,161,8,73,7,88,19,16,2021
Pittsburgh,Kansas City,12/26/2021,Jerome Boger,10,81,5,40,5,41,11,16,2021
Denver,Las Vegas,12/26/2021,Scott Novak,6,67,3,30,3,37,7,16,2021
Washington,Dallas,12/26/2021,Bill Vinovich,4,28,1,13,3,15,7,16,2021
Miami,New Orleans,12/27/2021,Adrian Hill,14,127,7,65,7,62,17,16,2021
Atlanta,Buffalo,01/02/2022,Land Clark,11,74,4,27,7,47,15,17,2021
N.Y. Giants,Chicago,01/02/2022,Shawn Hochuli,8,61,3,26,5,35,8,17,2021
Kansas City,Cincinnati,01/02/2022,Ron Torbert,15,145,10,83,5,62,19,17,2021
Arizona,Dallas,01/02/2022,Scott Novak,17,133,7,45,10,88,19,17,2021
Las Vegas,Indianapolis,01/02/2022,Brad Rogers,9,66,6,41,3,25,11,17,2021
Jacksonville,New England,01/02/2022,Adrian Hill,6,55,3,25,3,30,7,17,2021
Carolina,New Orleans,01/02/2022,Jerome Boger,6,38,1,5,5,33,8,17,2021
Tampa Bay,N.Y. Jets,01/02/2022,Alex Kemp,6,53,4,39,2,14,11,17,2021
Miami,Tennessee,01/02/2022,Shawn Smith,11,125,5,55,6,70,14,17,2021
Philadelphia,Washington,01/02/2022,Clete Blakeman,7,46,6,42,1,4,7,17,2021
Denver,LA Chargers,01/02/2022,Craig Wrolstad,6,45,3,23,3,22,10,17,2021
Houston,San Francisco,01/02/2022,Carl Cheffers,12,178,5,67,7,111,15,17,2021
LA Rams,Baltimore,01/02/2022,Bill Vinovich,8,59,4,35,4,24,8,17,2021
Detroit,Seattle,01/02/2022,Tony Corrente,9,61,4,30,5,31,11,17,2021
Minnesota,Green Bay,01/02/2022,Clay Martin,4,28,3,23,1,5,6,17,2021
Cleveland,Pittsburgh,01/03/2022,Brad Allen,15,128,10,77,5,51,19,17,2021
Buffalo,LA Rams,09/08/2022,Carl Cheffers,9,65,5,35,4,30,9,1,2022
New Orleans,Atlanta,09/11/2022,Alex Kemp,16,154,8,99,8,55,19,1,2022
Cleveland,Carolina,09/11/2022,Brad Rogers,17,167,9,71,8,96,17,1,2022
San Francisco,Chicago,09/11/2022,Clay Martin,15,123,12,99,3,24,17,1,2022
Pittsburgh,Cincinnati,09/11/2022,Shawn Hochuli,12,86,8,59,4,27,14,1,2022
Philadelphia,Detroit,09/11/2022,Brad Allen,17,126,10,61,7,65,20,1,2022
Indianapolis,Houston,09/11/2022,Land Clark,13,129,7,89,6,40,15,1,2022
New England,Miami,09/11/2022,John Hussey,7,35,3,15,4,20,10,1,2022
Baltimore,N.Y. Jets,09/11/2022,Craig Wrolstad,11,110,5,29,6,81,11,1,2022
Jacksonville,Washington,09/11/2022,Tra Blake,19,153,13,90,6,63,21,1,2022
Kansas City,Arizona,09/11/2022,Scott Novak,8,74,3,25,5,49,10,1,2022
Las Vegas,LA Chargers,09/11/2022,Shawn Smith,8,32,3,11,5,21,9,1,2022
Green Bay,Minnesota,09/11/2022,Bill Vinovich,5,30,2,10,3,20,8,1,2022
N.Y. Giants,Tennessee,09/11/2022,Jerome Boger,15,95,8,45,7,50,16,1,2022
Tampa Bay,Dallas,09/11/2022,Ron Torbert,15,98,5,25,10,73,15,1,2022
Denver,Seattle,09/12/2022,Clete Blakeman,17,183,12,106,5,77,18,1,2022
LA Chargers,Kansas City,09/15/2022,John Hussey,9,79,3,25,6,54,14,2,2022
Miami,Baltimore,09/18/2022,Adrian Hill,9,56,8,51,1,5,13,2,2022
N.Y. Jets,Cleveland,09/18/2022,Tra Blake,13,95,8,57,5,38,15,2,2022
Washington,Detroit,09/18/2022,Bill Vinovich,3,22,2,17,1,5,5,2,2022
Indianapolis,Jacksonville,09/18/2022,Alex Kemp,8,49,5,30,3,19,13,2,2022
Tampa Bay,New Orleans,09/18/2022,Shawn Hochuli,17,161,8,101,9,60,19,2,2022
Carolina,N.Y. Giants,09/18/2022,Ron Torbert,13,100,5,38,8,62,15,2,2022
New England,Pittsburgh,09/18/2022,Land Clark,10,75,7,55,3,20,11,2,2022
Atlanta,LA Rams,09/18/2022,Clay Martin,8,90,5,29,3,61,9,2,2022
Seattle,San Francisco,09/18/2022,Brad Rogers,11,132,10,106,1,26,13,2,2022
Cincinnati,Dallas,09/18/2022,Brad Allen,12,80,7,35,5,45,16,2,2022
Houston,Denver,09/18/2022,Carl Cheffers,21,194,8,94,13,100,25,2,2022
Arizona,Las Vegas,09/18/2022,Clete Blakeman,22,188,12,120,10,68,24,2,2022
Chicago,Green Bay,09/18/2022,Craig Wrolstad,10,75,7,50,3,25,12,2,2022
Tennessee,Buffalo,09/19/2022,Shawn Smith,17,136,9,87,8,49,21,2,2022
Minnesota,Philadelphia,09/19/2022,Scott Novak,13,85,5,25,8,60,15,2,2022
Pittsburgh,Cleveland,09/22/2022,Clay Martin,10,49,5,25,5,24,14,3,2022
New Orleans,Carolina,09/25/2022,Carl Cheffers,11,98,7,58,4,40,14,3,2022
Houston,Chicago,09/25/2022,Clete Blakeman,9,57,3,25,6,32,12,3,2022
Kansas City,Indianapolis,09/25/2022,Shawn Smith,10,79,6,45,4,34,12,3,2022
Buffalo,Miami,09/25/2022,Alex Kemp,11,72,7,52,4,20,14,3,2022
